userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed
Rendy Rendy,5,2025-10-02 13:26:46,Ahmad fajar ff,ahmad fajar ff,ahmad fajar ff,"['ahmad', 'fajar', 'ff']","['ahmad', 'fajar', 'ff']","['ahmad', 'fajar', 'ff']",ahmad fajar ff
idris Ahmad,1,2025-10-02 13:19:41,jangan donglot plis akun gw hilang 2× plis game peng hilang akun,jangan donglot plis akun gw hilang 2× plis game peng hilang akun,jangan donglot plis akun gw hilang plis game peng hilang akun,"['jangan', 'donglot', 'plis', 'akun', 'gw', 'hilang', 'plis', 'game', 'peng', 'hilang', 'akun']","['jangan', 'donglot', 'plis', 'akun', 'gw', 'hilang', 'plis', 'game', 'peng', 'hilang', 'akun']","['jangan', 'donglot', 'plis', 'akun', 'gw', 'hilang', 'plis', 'game', 'peng', 'hilang', 'akun']",jangan donglot plis akun gw hilang plis game peng hilang akun
Rezi Bos king,5,2025-10-02 13:19:29,keren,keren,keren,['keren'],['keren'],['keren'],keren
Pili Petak,5,2025-10-02 13:18:23,SANGAT KEREN,sangat keren,sangat keren,"['sangat', 'keren']","['sangat', 'keren']","['sangat', 'keren']",sangat keren
irfan nugraha,2,2025-10-02 13:07:27,garena mohon game ini di perbaiki di tidak bisa login ada bacaan server config 3,garena mohon game ini di perbaiki di tidak bisa login ada bacaan server config 3,garena mohon game ini di perbaiki di tidak bisa login ada bacaan server config,"['garena', 'mohon', 'game', 'ini', 'di', 'perbaiki', 'di', 'tidak', 'bisa', 'login', 'ada', 'bacaan', 'server', 'config']","['garena', 'mohon', 'game', 'perbaiki', 'login', 'bacaan', 'server', 'config']","['garena', 'mohon', 'game', 'baik', 'login', 'baca', 'server', 'config']",garena mohon game baik login baca server config
Tegar Herdiansyah,1,2025-10-02 13:06:44,game sangat bagus,game sangat bagus,game sangat bagus,"['game', 'sangat', 'bagus']","['game', 'sangat', 'bagus']","['game', 'sangat', 'bagus']",game sangat bagus
Muhamad Hafizh,5,2025-10-02 13:06:13,seru,seru,seru,['seru'],['seru'],['seru'],seru
Chuu,1,2025-10-02 12:59:42,jaringan tidak stabil padahal sinyal bagus,jaringan tidak stabil padahal sinyal bagus,jaringan tidak stabil padahal sinyal bagus,"['jaringan', 'tidak', 'stabil', 'padahal', 'sinyal', 'bagus']","['jaringan', 'stabil', 'padahal', 'sinyal', 'bagus']","['jaring', 'stabil', 'padahal', 'sinyal', 'bagus']",jaring stabil padahal sinyal bagus
Dewi Puspitasari,1,2025-10-02 12:59:30,"game burik monyet, gw gak mic gak ngomong kasar, gk ngetik toxic juga knp tb² di mute babi apa² di mute sekalian aja fitur mic hapus asu","game burik monyet, gw gak mic gak ngomong kasar, gk ngetik toxic juga knp tb² di mute babi apa² di mute sekalian aja fitur mic hapus asu",game burik monyet gw gak mic gak ngomong kasar gk ngetik toxic juga knp tb di mute babi apa di mute sekalian aja fitur mic hapus asu,"['game', 'burik', 'monyet', 'gw', 'gak', 'mic', 'gak', 'ngomong', 'kasar', 'gk', 'ngetik', 'toxic', 'juga', 'knp', 'tb', 'di', 'mute', 'babi', 'apa', 'di', 'mute', 'sekalian', 'aja', 'fitur', 'mic', 'hapus', 'asu']","['game', 'burik', 'monyet', 'gw', 'gak', 'mic', 'gak', 'ngomong', 'kasar', 'gk', 'ngetik', 'toxic', 'knp', 'tb', 'mute', 'babi', 'apa', 'mute', 'sekalian', 'aja', 'fitur', 'mic', 'hapus', 'asu']","['game', 'burik', 'monyet', 'gw', 'gak', 'mic', 'gak', 'ngomong', 'kasar', 'gk', 'ngetik', 'toxic', 'knp', 'tb', 'mute', 'babi', 'apa', 'mute', 'sekali', 'aja', 'fitur', 'mic', 'hapus', 'asu']",game burik monyet gw gak mic gak ngomong kasar gk ngetik toxic knp tb mute babi apa mute sekali aja fitur mic hapus asu
Budi Okee,5,2025-10-02 12:58:45,banyak bak demege,banyak bak demege,banyak bak demege,"['banyak', 'bak', 'demege']","['banyak', 'bak', 'demege']","['banyak', 'bak', 'demege']",banyak bak demege
ANINDIA FAUZIAH,4,2025-10-02 12:52:36,bagus,bagus,bagus,['bagus'],['bagus'],['bagus'],bagus
Nazwa Wawa,1,2025-10-02 12:51:51,akun aku gabisa dibalikin padahal akun Facebook🙁,akun aku gabisa dibalikin padahal akun facebook🙁,akun aku gabisa dibalikin padahal akun facebook,"['akun', 'aku', 'gabisa', 'dibalikin', 'padahal', 'akun', 'facebook']","['akun', 'aku', 'gabisa', 'dibalikin', 'padahal', 'akun', 'facebook']","['akun', 'aku', 'gabisa', 'dibalikin', 'padahal', 'akun', 'facebook']",akun aku gabisa dibalikin padahal akun facebook
Rizal 0999,5,2025-10-02 12:50:33,bapaku garena,bapaku garena,bapaku garena,"['bapaku', 'garena']","['bapaku', 'garena']","['bapa', 'garena']",bapa garena
Ranto Saputra,5,2025-10-02 12:49:50,"gamenya burik,kikir full png,banyak drama","gamenya burik,kikir full png,banyak drama",gamenya burikkikir full pngbanyak drama,"['gamenya', 'burikkikir', 'full', 'pngbanyak', 'drama']","['gamenya', 'burikkikir', 'full', 'pngbanyak', 'drama']","['gamenya', 'burikkikir', 'full', 'pngbanyak', 'drama']",gamenya burikkikir full pngbanyak drama
Neza Pratama,4,2025-10-02 12:48:45,FRI.FIREE,fri.firee,frifiree,['frifiree'],['frifiree'],['frifiree'],frifiree
Adam Adam,5,2025-10-02 12:45:16,bagus bngttt,bagus bngttt,bagus bngttt,"['bagus', 'bngttt']","['bagus', 'bngttt']","['bagus', 'bngttt']",bagus bngttt
rehan faturrahman,1,2025-10-02 12:42:11,kenapa bang budi di blaklits dia juga butuh 💸,kenapa bang budi di blaklits dia juga butuh 💸,kenapa bang budi di blaklits dia juga butuh,"['kenapa', 'bang', 'budi', 'di', 'blaklits', 'dia', 'juga', 'butuh']","['bang', 'budi', 'blaklits', 'butuh']","['bang', 'budi', 'blaklits', 'butuh']",bang budi blaklits butuh
Rufaidah,5,2025-10-02 12:41:29,sangat sukaa sklii sm game in seru dan gak bikin aku gabut lgii pokoknya bintang lima dehh,sangat sukaa sklii sm game in seru dan gak bikin aku gabut lgii pokoknya bintang lima dehh,sangat sukaa sklii sm game in seru dan gak bikin aku gabut lgii pokoknya bintang lima dehh,"['sangat', 'sukaa', 'sklii', 'sm', 'game', 'in', 'seru', 'dan', 'gak', 'bikin', 'aku', 'gabut', 'lgii', 'pokoknya', 'bintang', 'lima', 'dehh']","['sangat', 'sukaa', 'sklii', 'sm', 'game', 'in', 'seru', 'gak', 'bikin', 'aku', 'gabut', 'lgii', 'pokoknya', 'bintang', 'lima', 'dehh']","['sangat', 'sukaa', 'sklii', 'sm', 'game', 'in', 'seru', 'gak', 'bikin', 'aku', 'gabut', 'lgii', 'pokok', 'bintang', 'lima', 'dehh']",sangat sukaa sklii sm game in seru gak bikin aku gabut lgii pokok bintang lima dehh
alfarezrl rmdn,1,2025-10-02 12:40:45,ni game banyak bocil nairi cik 😹,ni game banyak bocil nairi cik 😹,ni game banyak bocil nairi cik,"['ni', 'game', 'banyak', 'bocil', 'nairi', 'cik']","['ni', 'game', 'banyak', 'bocil', 'nairi', 'cik']","['ni', 'game', 'banyak', 'bocil', 'nairi', 'cik']",ni game banyak bocil nairi cik
dana dana,3,2025-10-02 12:39:11,turunkah harga toko prime ga ngontak,turunkah harga toko prime ga ngontak,turunkah harga toko prime ga ngontak,"['turunkah', 'harga', 'toko', 'prime', 'ga', 'ngontak']","['turunkah', 'harga', 'toko', 'prime', 'ga', 'ngontak']","['turun', 'harga', 'toko', 'prime', 'ga', 'ngontak']",turun harga toko prime ga ngontak
Xhaka Omer,1,2025-10-02 12:33:33,Garena parbaiki game kamu karena aku pas main tiba tiba keluar sendiri,garena parbaiki game kamu karena aku pas main tiba tiba keluar sendiri,garena parbaiki game kamu karena aku pas main tiba tiba keluar sendiri,"['garena', 'parbaiki', 'game', 'kamu', 'karena', 'aku', 'pas', 'main', 'tiba', 'tiba', 'keluar', 'sendiri']","['garena', 'parbaiki', 'game', 'kamu', 'aku', 'pas', 'main', 'tiba', 'tiba', 'keluar', 'sendiri']","['garena', 'parbaiki', 'game', 'kamu', 'aku', 'pas', 'main', 'tiba', 'tiba', 'keluar', 'sendiri']",garena parbaiki game kamu aku pas main tiba tiba keluar sendiri
oki jerom,5,2025-10-02 12:32:00,sangat seru!,sangat seru!,sangat seru,"['sangat', 'seru']","['sangat', 'seru']","['sangat', 'seru']",sangat seru
habib Zain,2,2025-10-02 12:30:35,kakaean bug,kakaean bug,kakaean bug,"['kakaean', 'bug']","['kakaean', 'bug']","['kakaean', 'bug']",kakaean bug
Rahma wati,5,2025-10-02 12:28:18,"aku ketika main ff, beh aim gw gacorr dan ff nggak burik lagi, aku udah lama juga main ff, mulai dari 2019","aku ketika main ff, beh aim gw gacorr dan ff nggak burik lagi, aku udah lama juga main ff, mulai dari 2019",aku ketika main ff beh aim gw gacorr dan ff nggak burik lagi aku udah lama juga main ff mulai dari,"['aku', 'ketika', 'main', 'ff', 'beh', 'aim', 'gw', 'gacorr', 'dan', 'ff', 'nggak', 'burik', 'lagi', 'aku', 'udah', 'lama', 'juga', 'main', 'ff', 'mulai', 'dari']","['aku', 'main', 'ff', 'beh', 'aim', 'gw', 'gacorr', 'ff', 'burik', 'aku', 'udah', 'lama', 'main', 'ff', 'mulai']","['aku', 'main', 'ff', 'beh', 'aim', 'gw', 'gacorr', 'ff', 'burik', 'aku', 'udah', 'lama', 'main', 'ff', 'mulai']",aku main ff beh aim gw gacorr ff burik aku udah lama main ff mulai
Komang Aldi,5,2025-10-02 12:26:22,ff selalu dihati siapa yang.nglihat in juga suka ff salam nama saya wayan Adi Saputra dari hti di wilayah Lampung,ff selalu dihati siapa yang.nglihat in juga suka ff salam nama saya wayan adi saputra dari hti di wilayah lampung,ff selalu dihati siapa yangnglihat in juga suka ff salam nama saya wayan adi saputra dari hti di wilayah lampung,"['ff', 'selalu', 'dihati', 'siapa', 'yangnglihat', 'in', 'juga', 'suka', 'ff', 'salam', 'nama', 'saya', 'wayan', 'adi', 'saputra', 'dari', 'hti', 'di', 'wilayah', 'lampung']","['ff', 'selalu', 'dihati', 'siapa', 'yangnglihat', 'in', 'suka', 'ff', 'salam', 'nama', 'wayan', 'adi', 'saputra', 'hti', 'wilayah', 'lampung']","['ff', 'selalu', 'hati', 'siapa', 'yangnglihat', 'in', 'suka', 'ff', 'salam', 'nama', 'wayan', 'adi', 'saputra', 'hti', 'wilayah', 'lampung']",ff selalu hati siapa yangnglihat in suka ff salam nama wayan adi saputra hti wilayah lampung
Theys Pattiasina,4,2025-10-02 12:25:06,karna garvik bagus,karna garvik bagus,karna garvik bagus,"['karna', 'garvik', 'bagus']","['karna', 'garvik', 'bagus']","['karna', 'garvik', 'bagus']",karna garvik bagus
El Hazmi,1,2025-10-02 12:23:05,al,al,al,['al'],['al'],['al'],al
Risto Boimau,5,2025-10-02 12:19:41,saya suka mai Free fire max,saya suka mai free fire max,saya suka mai free fire max,"['saya', 'suka', 'mai', 'free', 'fire', 'max']","['suka', 'mai', 'free', 'fire', 'max']","['suka', 'mai', 'free', 'fire', 'max']",suka mai free fire max
Jamal arya,5,2025-10-02 12:18:38,game ini sangat bagus untuk di main kan seru sekali,game ini sangat bagus untuk di main kan seru sekali,game ini sangat bagus untuk di main kan seru sekali,"['game', 'ini', 'sangat', 'bagus', 'untuk', 'di', 'main', 'kan', 'seru', 'sekali']","['game', 'sangat', 'bagus', 'main', 'kan', 'seru', 'sekali']","['game', 'sangat', 'bagus', 'main', 'kan', 'seru', 'sekali']",game sangat bagus main kan seru sekali
Fa Dhil,5,2025-10-02 12:12:28,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Olivia Zm,5,2025-10-02 12:11:31,👍👍👍👍👍👍👍,👍👍👍👍👍👍👍,,[],[],[],
Putra Ragil,5,2025-10-02 12:09:35,Game yang seru 👍👍👍,game yang seru 👍👍👍,game yang seru,"['game', 'yang', 'seru']","['game', 'seru']","['game', 'seru']",game seru
Boo kirr,5,2025-10-02 12:08:46,mantap,mantap,mantap,['mantap'],['mantap'],['mantap'],mantap
Nabil Modz,5,2025-10-02 12:06:29,"game udah bagus cuman kekurangannya satu , banyak cheat dan ada beberapa bagian player yang menggunakan cheat cuman gak di banned sama sekali","game udah bagus cuman kekurangannya satu , banyak cheat dan ada beberapa bagian player yang menggunakan cheat cuman gak di banned sama sekali",game udah bagus cuman kekurangannya satu banyak cheat dan ada beberapa bagian player yang menggunakan cheat cuman gak di banned sama sekali,"['game', 'udah', 'bagus', 'cuman', 'kekurangannya', 'satu', 'banyak', 'cheat', 'dan', 'ada', 'beberapa', 'bagian', 'player', 'yang', 'menggunakan', 'cheat', 'cuman', 'gak', 'di', 'banned', 'sama', 'sekali']","['game', 'udah', 'bagus', 'cuman', 'kekurangannya', 'satu', 'banyak', 'cheat', 'beberapa', 'bagian', 'player', 'menggunakan', 'cheat', 'cuman', 'gak', 'banned', 'sama', 'sekali']","['game', 'udah', 'bagus', 'cuman', 'kurang', 'satu', 'banyak', 'cheat', 'beberapa', 'bagi', 'player', 'guna', 'cheat', 'cuman', 'gak', 'banned', 'sama', 'sekali']",game udah bagus cuman kurang satu banyak cheat beberapa bagi player guna cheat cuman gak banned sama sekali
Eca Galaxy,5,2025-10-02 12:04:25,"bagus banget tau tapi aku pengen hoki melulu 😥😥😥😔😔🙏🙏😭😭plies Garena kece keren banget 👋🥺😚😚😚🍰🍰🍰🍰🥰🥰🥰 aku,ingin diamonds, nama usryme me elsa,,Naura","bagus banget tau tapi aku pengen hoki melulu 😥😥😥😔😔🙏🙏😭😭plies garena kece keren banget 👋🥺😚😚😚🍰🍰🍰🍰🥰🥰🥰 aku,ingin diamonds, nama usryme me elsa,,naura",bagus banget tau tapi aku pengen hoki melulu plies garena kece keren banget akuingin diamonds nama usryme me elsanaura,"['bagus', 'banget', 'tau', 'tapi', 'aku', 'pengen', 'hoki', 'melulu', 'plies', 'garena', 'kece', 'keren', 'banget', 'akuingin', 'diamonds', 'nama', 'usryme', 'me', 'elsanaura']","['bagus', 'banget', 'tau', 'aku', 'pengen', 'hoki', 'melulu', 'plies', 'garena', 'kece', 'keren', 'banget', 'akuingin', 'diamonds', 'nama', 'usryme', 'me', 'elsanaura']","['bagus', 'banget', 'tau', 'aku', 'ken', 'hoki', 'melulu', 'plies', 'garena', 'kece', 'keren', 'banget', 'akuingin', 'diamonds', 'nama', 'usryme', 'me', 'elsanaura']",bagus banget tau aku ken hoki melulu plies garena kece keren banget akuingin diamonds nama usryme me elsanaura
Irfan Sugiarto,1,2025-10-02 12:03:55,kembalikan akun ku yang ke banned,kembalikan akun ku yang ke banned,kembalikan akun ku yang ke banned,"['kembalikan', 'akun', 'ku', 'yang', 'ke', 'banned']","['kembalikan', 'akun', 'ku', 'banned']","['kembali', 'akun', 'ku', 'banned']",kembali akun ku banned
Rabilian Iskandar,4,2025-10-02 12:03:11,matchmaking nya lama banget,matchmaking nya lama banget,matchmaking nya lama banget,"['matchmaking', 'nya', 'lama', 'banget']","['matchmaking', 'nya', 'lama', 'banget']","['matchmaking', 'nya', 'lama', 'banget']",matchmaking nya lama banget
Teggar,1,2025-10-02 11:59:35,game kikir pake nge bl bg budi lgi rusak²,game kikir pake nge bl bg budi lgi rusak²,game kikir pake nge bl bg budi lgi rusak,"['game', 'kikir', 'pake', 'nge', 'bl', 'bg', 'budi', 'lgi', 'rusak']","['game', 'kikir', 'pake', 'nge', 'bl', 'bg', 'budi', 'lgi', 'rusak']","['game', 'kikir', 'pake', 'nge', 'bl', 'bg', 'budi', 'lgi', 'rusak']",game kikir pake nge bl bg budi lgi rusak
Didik kandangan Rostanto,5,2025-10-02 11:58:16,seru dan menyenangkan,seru dan menyenangkan,seru dan menyenangkan,"['seru', 'dan', 'menyenangkan']","['seru', 'menyenangkan']","['seru', 'senang']",seru senang
Riyo Adi,1,2025-10-02 11:54:05,niat hati mau balik game lagi malah ga bisa login diulang tetap sama,niat hati mau balik game lagi malah ga bisa login diulang tetap sama,niat hati mau balik game lagi malah ga bisa login diulang tetap sama,"['niat', 'hati', 'mau', 'balik', 'game', 'lagi', 'malah', 'ga', 'bisa', 'login', 'diulang', 'tetap', 'sama']","['niat', 'hati', 'mau', 'balik', 'game', 'malah', 'ga', 'login', 'diulang', 'tetap', 'sama']","['niat', 'hati', 'mau', 'balik', 'game', 'malah', 'ga', 'login', 'ulang', 'tetap', 'sama']",niat hati mau balik game malah ga login ulang tetap sama
Riko,5,2025-10-02 11:51:17,Game ini akan indah jika akunku kembali,game ini akan indah jika akunku kembali,game ini akan indah jika akunku kembali,"['game', 'ini', 'akan', 'indah', 'jika', 'akunku', 'kembali']","['game', 'indah', 'akunku']","['game', 'indah', 'akun']",game indah akun
Sahari Herri,4,2025-10-02 11:51:17,min ko free fire jadi ginih GK onmic dan GK bisa di perbaiki knp min tolong dong min GK bisa bisa 🙏🙏,min ko free fire jadi ginih gk onmic dan gk bisa di perbaiki knp min tolong dong min gk bisa bisa 🙏🙏,min ko free fire jadi ginih gk onmic dan gk bisa di perbaiki knp min tolong dong min gk bisa bisa,"['min', 'ko', 'free', 'fire', 'jadi', 'ginih', 'gk', 'onmic', 'dan', 'gk', 'bisa', 'di', 'perbaiki', 'knp', 'min', 'tolong', 'dong', 'min', 'gk', 'bisa', 'bisa']","['min', 'ko', 'free', 'fire', 'jadi', 'ginih', 'gk', 'onmic', 'gk', 'perbaiki', 'knp', 'min', 'dong', 'min', 'gk']","['min', 'ko', 'free', 'fire', 'jadi', 'ginih', 'gk', 'onmic', 'gk', 'baik', 'knp', 'min', 'dong', 'min', 'gk']",min ko free fire jadi ginih gk onmic gk baik knp min dong min gk
Firdan Aditya,5,2025-10-02 11:44:00,suka ngelek ngelek ama patah patah kadang suka banting hv sanking kesel nya kalo bisa mah turunin mb nya lah,suka ngelek ngelek ama patah patah kadang suka banting hv sanking kesel nya kalo bisa mah turunin mb nya lah,suka ngelek ngelek ama patah patah kadang suka banting hv sanking kesel nya kalo bisa mah turunin mb nya lah,"['suka', 'ngelek', 'ngelek', 'ama', 'patah', 'patah', 'kadang', 'suka', 'banting', 'hv', 'sanking', 'kesel', 'nya', 'kalo', 'bisa', 'mah', 'turunin', 'mb', 'nya', 'lah']","['suka', 'ngelek', 'ngelek', 'ama', 'patah', 'patah', 'kadang', 'suka', 'banting', 'hv', 'sanking', 'kesel', 'nya', 'kalo', 'mah', 'turunin', 'mb', 'nya', 'lah']","['suka', 'ngelek', 'ngelek', 'ama', 'patah', 'patah', 'kadang', 'suka', 'banting', 'hv', 'sanking', 'kesel', 'nya', 'kalo', 'mah', 'turunin', 'mb', 'nya', 'lah']",suka ngelek ngelek ama patah patah kadang suka banting hv sanking kesel nya kalo mah turunin mb nya lah
LOIS APRILI MUSKANANFOLA,5,2025-10-02 11:42:36,aku suka game ini,aku suka game ini,aku suka game ini,"['aku', 'suka', 'game', 'ini']","['aku', 'suka', 'game']","['aku', 'suka', 'game']",aku suka game
Ikbal Kc,5,2025-10-02 11:35:23,kirim DM sekilas nya,kirim dm sekilas nya,kirim dm sekilas nya,"['kirim', 'dm', 'sekilas', 'nya']","['kirim', 'dm', 'sekilas', 'nya']","['kirim', 'dm', 'kilas', 'nya']",kirim dm kilas nya
shofi frogner,1,2025-10-02 11:27:46,epep game burik ngntd,epep game burik ngntd,epep game burik ngntd,"['epep', 'game', 'burik', 'ngntd']","['epep', 'game', 'burik', 'ngntd']","['epep', 'game', 'burik', 'ngntd']",epep game burik ngntd
CERIA AGNIA SHALIHAH,5,2025-10-02 11:27:30,DOWNLOAD SEKARANG JUGAAAA!!!!!!!!!!,download sekarang jugaaaa!!!!!!!!!!,download sekarang jugaaaa,"['download', 'sekarang', 'jugaaaa']","['download', 'sekarang', 'jugaaaa']","['download', 'sekarang', 'jugaaaa']",download sekarang jugaaaa
Afriansa putera,1,2025-10-02 11:25:35,game tak tau trima kasi hilang suda panutan ku,game tak tau trima kasi hilang suda panutan ku,game tak tau trima kasi hilang suda panutan ku,"['game', 'tak', 'tau', 'trima', 'kasi', 'hilang', 'suda', 'panutan', 'ku']","['game', 'tak', 'tau', 'trima', 'kasi', 'hilang', 'suda', 'panutan', 'ku']","['game', 'tak', 'tau', 'trima', 'kasi', 'hilang', 'suda', 'panutan', 'ku']",game tak tau trima kasi hilang suda panutan ku
Hendri Kates,5,2025-10-02 11:18:09,gem ini sangat bagus,gem ini sangat bagus,gem ini sangat bagus,"['gem', 'ini', 'sangat', 'bagus']","['gem', 'sangat', 'bagus']","['gem', 'sangat', 'bagus']",gem sangat bagus
vanaaa??,5,2025-10-02 11:15:26,"MASYAALLAH Tabarakallah gamenya kadang timnya draksistem, kroco, kadang ngelag😤 tapi Alhamdulillah saya main baik baik ajaa😻","masyaallah tabarakallah gamenya kadang timnya draksistem, kroco, kadang ngelag😤 tapi alhamdulillah saya main baik baik ajaa😻",masyaallah tabarakallah gamenya kadang timnya draksistem kroco kadang ngelag tapi alhamdulillah saya main baik baik ajaa,"['masyaallah', 'tabarakallah', 'gamenya', 'kadang', 'timnya', 'draksistem', 'kroco', 'kadang', 'ngelag', 'tapi', 'alhamdulillah', 'saya', 'main', 'baik', 'baik', 'ajaa']","['masyaallah', 'tabarakallah', 'gamenya', 'kadang', 'timnya', 'draksistem', 'kroco', 'kadang', 'ngelag', 'alhamdulillah', 'main', 'baik', 'baik', 'ajaa']","['masyaallah', 'tabarakallah', 'gamenya', 'kadang', 'tim', 'draksistem', 'kroco', 'kadang', 'ngelag', 'alhamdulillah', 'main', 'baik', 'baik', 'ajaa']",masyaallah tabarakallah gamenya kadang tim draksistem kroco kadang ngelag alhamdulillah main baik baik ajaa
Nai Enay,4,2025-10-02 11:07:20,"ini game nya bagus tapi, sinyal nya sering putus² padahal disini koneksi internet nya bagus.","ini game nya bagus tapi, sinyal nya sering putus² padahal disini koneksi internet nya bagus.",ini game nya bagus tapi sinyal nya sering putus padahal disini koneksi internet nya bagus,"['ini', 'game', 'nya', 'bagus', 'tapi', 'sinyal', 'nya', 'sering', 'putus', 'padahal', 'disini', 'koneksi', 'internet', 'nya', 'bagus']","['game', 'nya', 'bagus', 'sinyal', 'nya', 'sering', 'putus', 'padahal', 'disini', 'koneksi', 'internet', 'nya', 'bagus']","['game', 'nya', 'bagus', 'sinyal', 'nya', 'sering', 'putus', 'padahal', 'sini', 'koneksi', 'internet', 'nya', 'bagus']",game nya bagus sinyal nya sering putus padahal sini koneksi internet nya bagus
Reni Reni,5,2025-10-02 11:04:03,bagus banget,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget
Arka,5,2025-10-02 11:01:04,game nya enak banget dan animasinya bagus,game nya enak banget dan animasinya bagus,game nya enak banget dan animasinya bagus,"['game', 'nya', 'enak', 'banget', 'dan', 'animasinya', 'bagus']","['game', 'nya', 'enak', 'banget', 'animasinya', 'bagus']","['game', 'nya', 'enak', 'banget', 'animasi', 'bagus']",game nya enak banget animasi bagus
Gween Syareefa,3,2025-10-02 10:59:41,bagu sih tapi kurangin ngebug nya aj itu aja si,bagu sih tapi kurangin ngebug nya aj itu aja si,bagu sih tapi kurangin ngebug nya aj itu aja si,"['bagu', 'sih', 'tapi', 'kurangin', 'ngebug', 'nya', 'aj', 'itu', 'aja', 'si']","['bagu', 'sih', 'kurangin', 'ngebug', 'nya', 'aj', 'aja', 'si']","['bagu', 'sih', 'rangin', 'ngebug', 'nya', 'aj', 'aja', 'si']",bagu sih rangin ngebug nya aj aja si
