userName,score,at,content,content_casefold,cleaned,tokens,filtered,stemmed,preprocessed,Normalisasi,No_Duplikat,Bersih,Bersih_Token,Unigram,Bigram,Trigram,Bigram_Filtered,Bersih_NoStop
Salim Mudin,5,2025-10-03 09:49:57,bagus Garena saya adalah raja Pepeng di ff wkwk tolong geratisin diamond ff biar gk bosen ekwkk,bagus garena saya adalah raja pepeng di ff wkwk tolong geratisin diamond ff biar gk bosen ekwkk,bagus garena saya adalah raja pepeng di ff wkwk tolong geratisin diamond ff biar gk bosen ekwkk,"['bagus', 'garena', 'saya', 'adalah', 'raja', 'pepeng', 'di', 'ff', 'wkwk', 'tolong', 'geratisin', 'diamond', 'ff', 'biar', 'gk', 'bosen', 'ekwkk']","['bagus', 'garena', 'raja', 'pepeng', 'ff', 'wkwk', 'geratisin', 'diamond', 'ff', 'biar', 'gk', 'bosen', 'ekwkk']","['bagus', 'garena', 'raja', 'pepeng', 'ff', 'wkwk', 'geratisin', 'diamond', 'ff', 'biar', 'gk', 'bosen', 'ekwkk']",bagus garena raja pepeng ff wkwk geratisin diamond ff biar gk bosen ekwkk,bagus garena raja pepeng freefire haha geratisin berlian freefire biar tidak bosen ekwkk,bagus garena raja pepeng freefire haha geratisin berlian biar tidak bosen ekwkk,bagus garena raja pepeng freefire haha geratisin berlian biar tidak bosen ekwkk,"['bagus', 'garena', 'raja', 'pepeng', 'freefire', 'haha', 'geratisin', 'berlian', 'biar', 'tidak', 'bosen', 'ekwkk']","[('bagus',), ('garena',), ('raja',), ('pepeng',), ('freefire',), ('haha',), ('geratisin',), ('berlian',), ('biar',), ('tidak',), ('bosen',), ('ekwkk',)]","[('bagus', 'garena'), ('garena', 'raja'), ('raja', 'pepeng'), ('pepeng', 'freefire'), ('freefire', 'haha'), ('haha', 'geratisin'), ('geratisin', 'berlian'), ('berlian', 'biar'), ('biar', 'tidak'), ('tidak', 'bosen'), ('bosen', 'ekwkk')]","[('bagus', 'garena', 'raja'), ('garena', 'raja', 'pepeng'), ('raja', 'pepeng', 'freefire'), ('pepeng', 'freefire', 'haha'), ('freefire', 'haha', 'geratisin'), ('haha', 'geratisin', 'berlian'), ('geratisin', 'berlian', 'biar'), ('berlian', 'biar', 'tidak'), ('biar', 'tidak', 'bosen'), ('tidak', 'bosen', 'ekwkk')]","[('bagus', 'garena'), ('garena', 'raja'), ('raja', 'pepeng'), ('pepeng', 'freefire'), ('freefire', 'haha'), ('haha', 'geratisin'), ('geratisin', 'berlian'), ('berlian', 'biar'), ('biar', 'tidak'), ('tidak', 'bosen'), ('bosen', 'ekwkk')]",bagus garena raja pepeng freefire haha geratisin berlian biar tidak bosen ekwkk
Sahriah,5,2025-10-03 09:48:08,game free fire sangat menyenangkan,game free fire sangat menyenangkan,game free fire sangat menyenangkan,"['game', 'free', 'fire', 'sangat', 'menyenangkan']","['game', 'free', 'fire', 'sangat', 'menyenangkan']","['game', 'free', 'fire', 'sangat', 'senang']",game free fire sangat senang,permainan free fire sangat senang,permainan free fire sangat senang,permainan free fire sangat senang,"['permainan', 'free', 'fire', 'sangat', 'senang']","[('permainan',), ('free',), ('fire',), ('sangat',), ('senang',)]","[('permainan', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'senang')]","[('permainan', 'free', 'fire'), ('free', 'fire', 'sangat'), ('fire', 'sangat', 'senang')]","[('permainan', 'free'), ('free', 'fire'), ('fire', 'sangat'), ('sangat', 'senang')]",permainan free fire sangat senang
P linght Linht,1,2025-10-03 09:45:20,"min buatin fitur unbind dari Garena cukup 1x digunakan buat yg bindnya udah mati, soalnya mau gnti ga bisa","min buatin fitur unbind dari garena cukup 1x digunakan buat yg bindnya udah mati, soalnya mau gnti ga bisa",min buatin fitur unbind dari garena cukup x digunakan buat yg bindnya udah mati soalnya mau gnti ga bisa,"['min', 'buatin', 'fitur', 'unbind', 'dari', 'garena', 'cukup', 'x', 'digunakan', 'buat', 'yg', 'bindnya', 'udah', 'mati', 'soalnya', 'mau', 'gnti', 'ga', 'bisa']","['min', 'buatin', 'fitur', 'unbind', 'garena', 'cukup', 'x', 'digunakan', 'buat', 'yg', 'bindnya', 'udah', 'mati', 'soalnya', 'mau', 'gnti', 'ga']","['min', 'buatin', 'fitur', 'unbind', 'garena', 'cukup', 'x', 'guna', 'buat', 'yg', 'bindnya', 'udah', 'mati', 'soal', 'mau', 'gnti', 'ga']",min buatin fitur unbind garena cukup x guna buat yg bindnya udah mati soal mau gnti ga,min buatin fitur unbind garena cukup x guna buat yang bindnya sudah mati soal mau gnti tidak,min buatin fitur unbind garena cukup x guna buat yang bindnya sudah mati soal mau gnti tidak,min buatin fitur unbind garena cukup guna buat yang bindnya sudah mati soal mau gnti tidak,"['min', 'buatin', 'fitur', 'unbind', 'garena', 'cukup', 'guna', 'buat', 'yang', 'bindnya', 'sudah', 'mati', 'soal', 'mau', 'gnti', 'tidak']","[('min',), ('buatin',), ('fitur',), ('unbind',), ('garena',), ('cukup',), ('guna',), ('buat',), ('yang',), ('bindnya',), ('sudah',), ('mati',), ('soal',), ('mau',), ('gnti',), ('tidak',)]","[('min', 'buatin'), ('buatin', 'fitur'), ('fitur', 'unbind'), ('unbind', 'garena'), ('garena', 'cukup'), ('cukup', 'guna'), ('guna', 'buat'), ('buat', 'yang'), ('yang', 'bindnya'), ('bindnya', 'sudah'), ('sudah', 'mati'), ('mati', 'soal'), ('soal', 'mau'), ('mau', 'gnti'), ('gnti', 'tidak')]","[('min', 'buatin', 'fitur'), ('buatin', 'fitur', 'unbind'), ('fitur', 'unbind', 'garena'), ('unbind', 'garena', 'cukup'), ('garena', 'cukup', 'guna'), ('cukup', 'guna', 'buat'), ('guna', 'buat', 'yang'), ('buat', 'yang', 'bindnya'), ('yang', 'bindnya', 'sudah'), ('bindnya', 'sudah', 'mati'), ('sudah', 'mati', 'soal'), ('mati', 'soal', 'mau'), ('soal', 'mau', 'gnti'), ('mau', 'gnti', 'tidak')]","[('min', 'buatin'), ('buatin', 'fitur'), ('fitur', 'unbind'), ('unbind', 'garena'), ('garena', 'cukup'), ('cukup', 'guna'), ('guna', 'buat'), ('bindnya', 'sudah'), ('sudah', 'mati'), ('mati', 'soal'), ('soal', 'mau'), ('mau', 'gnti'), ('gnti', 'tidak')]",min buatin fitur unbind garena cukup guna buat bindnya sudah mati soal mau gnti tidak
Neni Santi,5,2025-10-03 09:43:56,baguss minus ada chit,baguss minus ada chit,baguss minus ada chit,"['baguss', 'minus', 'ada', 'chit']","['baguss', 'minus', 'chit']","['baguss', 'minus', 'chit']",baguss minus chit,bagus minus chit,bagus minus chit,bagus minus chit,"['bagus', 'minus', 'chit']","[('bagus',), ('minus',), ('chit',)]","[('bagus', 'minus'), ('minus', 'chit')]","[('bagus', 'minus', 'chit')]","[('bagus', 'minus'), ('minus', 'chit')]",bagus minus chit
vanz zr,1,2025-10-03 09:40:31,buat garena sesekali bikin lah hoki setiap nyespin pasti gak pernah dapet gimana mau main game ini kalo gapernah hoki,buat garena sesekali bikin lah hoki setiap nyespin pasti gak pernah dapet gimana mau main game ini kalo gapernah hoki,buat garena sesekali bikin lah hoki setiap nyespin pasti gak pernah dapet gimana mau main game ini kalo gapernah hoki,"['buat', 'garena', 'sesekali', 'bikin', 'lah', 'hoki', 'setiap', 'nyespin', 'pasti', 'gak', 'pernah', 'dapet', 'gimana', 'mau', 'main', 'game', 'ini', 'kalo', 'gapernah', 'hoki']","['buat', 'garena', 'sesekali', 'bikin', 'lah', 'hoki', 'nyespin', 'gak', 'pernah', 'dapet', 'gimana', 'mau', 'main', 'game', 'kalo', 'gapernah', 'hoki']","['buat', 'garena', 'sekal', 'bikin', 'lah', 'hoki', 'nyespin', 'gak', 'pernah', 'dapet', 'gimana', 'mau', 'main', 'game', 'kalo', 'gapernah', 'hoki']",buat garena sekal bikin lah hoki nyespin gak pernah dapet gimana mau main game kalo gapernah hoki,buat garena sekal bikin lah beruntung nyespin tidak pernah dapet bagaimana mau main permainan kalau gapernah beruntung,buat garena sekal bikin lah beruntung nyespin tidak pernah dapet bagaimana mau main permainan kalau gapernah,buat garena sekal bikin lah beruntung nyespin tidak pernah dapet bagaimana mau main permainan kalau gapernah,"['buat', 'garena', 'sekal', 'bikin', 'lah', 'beruntung', 'nyespin', 'tidak', 'pernah', 'dapet', 'bagaimana', 'mau', 'main', 'permainan', 'kalau', 'gapernah']","[('buat',), ('garena',), ('sekal',), ('bikin',), ('lah',), ('beruntung',), ('nyespin',), ('tidak',), ('pernah',), ('dapet',), ('bagaimana',), ('mau',), ('main',), ('permainan',), ('kalau',), ('gapernah',)]","[('buat', 'garena'), ('garena', 'sekal'), ('sekal', 'bikin'), ('bikin', 'lah'), ('lah', 'beruntung'), ('beruntung', 'nyespin'), ('nyespin', 'tidak'), ('tidak', 'pernah'), ('pernah', 'dapet'), ('dapet', 'bagaimana'), ('bagaimana', 'mau'), ('mau', 'main'), ('main', 'permainan'), ('permainan', 'kalau'), ('kalau', 'gapernah')]","[('buat', 'garena', 'sekal'), ('garena', 'sekal', 'bikin'), ('sekal', 'bikin', 'lah'), ('bikin', 'lah', 'beruntung'), ('lah', 'beruntung', 'nyespin'), ('beruntung', 'nyespin', 'tidak'), ('nyespin', 'tidak', 'pernah'), ('tidak', 'pernah', 'dapet'), ('pernah', 'dapet', 'bagaimana'), ('dapet', 'bagaimana', 'mau'), ('bagaimana', 'mau', 'main'), ('mau', 'main', 'permainan'), ('main', 'permainan', 'kalau'), ('permainan', 'kalau', 'gapernah')]","[('buat', 'garena'), ('garena', 'sekal'), ('sekal', 'bikin'), ('beruntung', 'nyespin'), ('nyespin', 'tidak'), ('tidak', 'pernah'), ('pernah', 'dapet'), ('dapet', 'bagaimana'), ('bagaimana', 'mau'), ('mau', 'main'), ('main', 'permainan'), ('permainan', 'kalau'), ('kalau', 'gapernah')]",buat garena sekal bikin beruntung nyespin tidak pernah dapet bagaimana mau main permainan kalau gapernah
Rahmadtika 0910,5,2025-10-03 09:37:55,"min, saya kan baru download ff semoga dibagi akun sama min Garena amin ya Allah yang ada SG mamba aja pun saya bersyukur bismillah yaallah Semoga dibagi amin","min, saya kan baru download ff semoga dibagi akun sama min garena amin ya allah yang ada sg mamba aja pun saya bersyukur bismillah yaallah semoga dibagi amin",min saya kan baru download ff semoga dibagi akun sama min garena amin ya allah yang ada sg mamba aja pun saya bersyukur bismillah yaallah semoga dibagi amin,"['min', 'saya', 'kan', 'baru', 'download', 'ff', 'semoga', 'dibagi', 'akun', 'sama', 'min', 'garena', 'amin', 'ya', 'allah', 'yang', 'ada', 'sg', 'mamba', 'aja', 'pun', 'saya', 'bersyukur', 'bismillah', 'yaallah', 'semoga', 'dibagi', 'amin']","['min', 'kan', 'baru', 'download', 'ff', 'semoga', 'dibagi', 'akun', 'sama', 'min', 'garena', 'amin', 'allah', 'sg', 'mamba', 'aja', 'bersyukur', 'bismillah', 'yaallah', 'semoga', 'dibagi', 'amin']","['min', 'kan', 'baru', 'download', 'ff', 'moga', 'bagi', 'akun', 'sama', 'min', 'garena', 'amin', 'allah', 'sg', 'mamba', 'aja', 'syukur', 'bismillah', 'yaallah', 'moga', 'bagi', 'amin']",min kan baru download ff moga bagi akun sama min garena amin allah sg mamba aja syukur bismillah yaallah moga bagi amin,min kan baru download freefire semoga bagi akun sama min garena amin allah sg mamba saja syukur bismillah yaallah semoga bagi amin,min kan baru download freefire semoga bagi akun sama garena amin allah sg mamba saja syukur bismillah yaallah,min kan baru download freefire semoga bagi akun sama garena amin allah mamba saja syukur bismillah yaallah,"['min', 'kan', 'baru', 'download', 'freefire', 'semoga', 'bagi', 'akun', 'sama', 'garena', 'amin', 'allah', 'mamba', 'saja', 'syukur', 'bismillah', 'yaallah']","[('min',), ('kan',), ('baru',), ('download',), ('freefire',), ('semoga',), ('bagi',), ('akun',), ('sama',), ('garena',), ('amin',), ('allah',), ('mamba',), ('saja',), ('syukur',), ('bismillah',), ('yaallah',)]","[('min', 'kan'), ('kan', 'baru'), ('baru', 'download'), ('download', 'freefire'), ('freefire', 'semoga'), ('semoga', 'bagi'), ('bagi', 'akun'), ('akun', 'sama'), ('sama', 'garena'), ('garena', 'amin'), ('amin', 'allah'), ('allah', 'mamba'), ('mamba', 'saja'), ('saja', 'syukur'), ('syukur', 'bismillah'), ('bismillah', 'yaallah')]","[('min', 'kan', 'baru'), ('kan', 'baru', 'download'), ('baru', 'download', 'freefire'), ('download', 'freefire', 'semoga'), ('freefire', 'semoga', 'bagi'), ('semoga', 'bagi', 'akun'), ('bagi', 'akun', 'sama'), ('akun', 'sama', 'garena'), ('sama', 'garena', 'amin'), ('garena', 'amin', 'allah'), ('amin', 'allah', 'mamba'), ('allah', 'mamba', 'saja'), ('mamba', 'saja', 'syukur'), ('saja', 'syukur', 'bismillah'), ('syukur', 'bismillah', 'yaallah')]","[('baru', 'download'), ('download', 'freefire'), ('freefire', 'semoga'), ('semoga', 'bagi'), ('bagi', 'akun'), ('akun', 'sama'), ('sama', 'garena'), ('garena', 'amin'), ('amin', 'allah'), ('allah', 'mamba'), ('mamba', 'saja'), ('saja', 'syukur'), ('syukur', 'bismillah'), ('bismillah', 'yaallah')]",min baru download freefire semoga bagi akun sama garena amin allah mamba saja syukur bismillah yaallah
Fandi Ff,5,2025-10-03 09:37:31,ff MAX,ff max,ff max,"['ff', 'max']","['ff', 'max']","['ff', 'max']",ff max,freefire max,freefire max,freefire max,"['freefire', 'max']","[('freefire',), ('max',)]","[('freefire', 'max')]",[],"[('freefire', 'max')]",freefire max
wage wage,5,2025-10-03 09:29:16,game ini sangat seru ku kasih bintang lima😁😁😁😁,game ini sangat seru ku kasih bintang lima😁😁😁😁,game ini sangat seru ku kasih bintang lima,"['game', 'ini', 'sangat', 'seru', 'ku', 'kasih', 'bintang', 'lima']","['game', 'sangat', 'seru', 'ku', 'kasih', 'bintang', 'lima']","['game', 'sangat', 'seru', 'ku', 'kasih', 'bintang', 'lima']",game sangat seru ku kasih bintang lima,permainan sangat seru ku kasih bintang lima,permainan sangat seru ku kasih bintang lima,permainan sangat seru kasih bintang lima,"['permainan', 'sangat', 'seru', 'kasih', 'bintang', 'lima']","[('permainan',), ('sangat',), ('seru',), ('kasih',), ('bintang',), ('lima',)]","[('permainan', 'sangat'), ('sangat', 'seru'), ('seru', 'kasih'), ('kasih', 'bintang'), ('bintang', 'lima')]","[('permainan', 'sangat', 'seru'), ('sangat', 'seru', 'kasih'), ('seru', 'kasih', 'bintang'), ('kasih', 'bintang', 'lima')]","[('permainan', 'sangat'), ('sangat', 'seru'), ('seru', 'kasih'), ('kasih', 'bintang'), ('bintang', 'lima')]",permainan sangat seru kasih bintang lima
Dani Anugrah,5,2025-10-03 09:23:59,"seru,tapi skin S1 keluarin lagi doang min mau nyepin nih dan satu lagi jangot bnld keluarin lagi plisss minzzz","seru,tapi skin s1 keluarin lagi doang min mau nyepin nih dan satu lagi jangot bnld keluarin lagi plisss minzzz",serutapi skin s keluarin lagi doang min mau nyepin nih dan satu lagi jangot bnld keluarin lagi plisss minzzz,"['serutapi', 'skin', 's', 'keluarin', 'lagi', 'doang', 'min', 'mau', 'nyepin', 'nih', 'dan', 'satu', 'lagi', 'jangot', 'bnld', 'keluarin', 'lagi', 'plisss', 'minzzz']","['serutapi', 'skin', 's', 'keluarin', 'doang', 'min', 'mau', 'nyepin', 'nih', 'satu', 'jangot', 'bnld', 'keluarin', 'plisss', 'minzzz']","['serutapi', 'skin', 's', 'keluarin', 'doang', 'min', 'mau', 'nyepin', 'nih', 'satu', 'jangot', 'bnld', 'keluarin', 'plisss', 'minzzz']",serutapi skin s keluarin doang min mau nyepin nih satu jangot bnld keluarin plisss minzzz,serutapi skin s keluarin doang min mau memutar nih satu jangot bnld keluarin tolong minzzz,serutapi skin s keluarin doang min mau memutar nih satu jangot bnld tolong minzzz,serutapi skin keluarin doang min mau memutar nih satu jangot bnld tolong minz,"['serutapi', 'skin', 'keluarin', 'doang', 'min', 'mau', 'memutar', 'nih', 'satu', 'jangot', 'bnld', 'tolong', 'minz']","[('serutapi',), ('skin',), ('keluarin',), ('doang',), ('min',), ('mau',), ('memutar',), ('nih',), ('satu',), ('jangot',), ('bnld',), ('tolong',), ('minz',)]","[('serutapi', 'skin'), ('skin', 'keluarin'), ('keluarin', 'doang'), ('doang', 'min'), ('min', 'mau'), ('mau', 'memutar'), ('memutar', 'nih'), ('nih', 'satu'), ('satu', 'jangot'), ('jangot', 'bnld'), ('bnld', 'tolong'), ('tolong', 'minz')]","[('serutapi', 'skin', 'keluarin'), ('skin', 'keluarin', 'doang'), ('keluarin', 'doang', 'min'), ('doang', 'min', 'mau'), ('min', 'mau', 'memutar'), ('mau', 'memutar', 'nih'), ('memutar', 'nih', 'satu'), ('nih', 'satu', 'jangot'), ('satu', 'jangot', 'bnld'), ('jangot', 'bnld', 'tolong'), ('bnld', 'tolong', 'minz')]","[('serutapi', 'skin'), ('skin', 'keluarin'), ('keluarin', 'doang'), ('doang', 'min'), ('min', 'mau'), ('mau', 'memutar'), ('memutar', 'nih'), ('nih', 'satu'), ('satu', 'jangot'), ('jangot', 'bnld'), ('bnld', 'tolong'), ('tolong', 'minz')]",serutapi skin keluarin doang min mau memutar nih satu jangot bnld tolong minz
Eruauw,5,2025-10-03 09:22:23,bagus banget ada bug nya,bagus banget ada bug nya,bagus banget ada bug nya,"['bagus', 'banget', 'ada', 'bug', 'nya']","['bagus', 'banget', 'bug', 'nya']","['bagus', 'banget', 'bug', 'nya']",bagus banget bug nya,bagus sangat bug nya,bagus sangat bug nya,bagus sangat bug nya,"['bagus', 'sangat', 'bug', 'nya']","[('bagus',), ('sangat',), ('bug',), ('nya',)]","[('bagus', 'sangat'), ('sangat', 'bug'), ('bug', 'nya')]","[('bagus', 'sangat', 'bug'), ('sangat', 'bug', 'nya')]","[('bagus', 'sangat'), ('sangat', 'bug')]",bagus sangat bug
Raja Debata,1,2025-10-03 09:22:09,"maksa top up mentangg"" g pernah top up level Prime di turunin gw yg hbs berjuta"" di turunin level primee gw mutusin buat pensi game burik","maksa top up mentangg"" g pernah top up level prime di turunin gw yg hbs berjuta"" di turunin level primee gw mutusin buat pensi game burik",maksa top up mentangg g pernah top up level prime di turunin gw yg hbs berjuta di turunin level primee gw mutusin buat pensi game burik,"['maksa', 'top', 'up', 'mentangg', 'g', 'pernah', 'top', 'up', 'level', 'prime', 'di', 'turunin', 'gw', 'yg', 'hbs', 'berjuta', 'di', 'turunin', 'level', 'primee', 'gw', 'mutusin', 'buat', 'pensi', 'game', 'burik']","['maksa', 'top', 'up', 'mentangg', 'g', 'pernah', 'top', 'up', 'level', 'prime', 'turunin', 'gw', 'yg', 'hbs', 'berjuta', 'turunin', 'level', 'primee', 'gw', 'mutusin', 'buat', 'pensi', 'game', 'burik']","['maksa', 'top', 'up', 'mentangg', 'g', 'pernah', 'top', 'up', 'level', 'prime', 'turunin', 'gw', 'yg', 'hbs', 'juta', 'turunin', 'level', 'primee', 'gw', 'mutusin', 'buat', 'pensi', 'game', 'burik']",maksa top up mentangg g pernah top up level prime turunin gw yg hbs juta turunin level primee gw mutusin buat pensi game burik,maksa top up mentangg tidak pernah top up level prime turunin saya yang hbs juta turunin level primee saya mutusin buat pensiun permainan burik,maksa top up mentangg tidak pernah level prime turunin saya yang hbs juta primee mutusin buat pensiun permainan burik,maksa top mentangg tidak pernah level prime turunin saya yang hbs juta primee mutusin buat pensiun permainan burik,"['maksa', 'top', 'mentangg', 'tidak', 'pernah', 'level', 'prime', 'turunin', 'saya', 'yang', 'hbs', 'juta', 'primee', 'mutusin', 'buat', 'pensiun', 'permainan', 'burik']","[('maksa',), ('top',), ('mentangg',), ('tidak',), ('pernah',), ('level',), ('prime',), ('turunin',), ('saya',), ('yang',), ('hbs',), ('juta',), ('primee',), ('mutusin',), ('buat',), ('pensiun',), ('permainan',), ('burik',)]","[('maksa', 'top'), ('top', 'mentangg'), ('mentangg', 'tidak'), ('tidak', 'pernah'), ('pernah', 'level'), ('level', 'prime'), ('prime', 'turunin'), ('turunin', 'saya'), ('saya', 'yang'), ('yang', 'hbs'), ('hbs', 'juta'), ('juta', 'primee'), ('primee', 'mutusin'), ('mutusin', 'buat'), ('buat', 'pensiun'), ('pensiun', 'permainan'), ('permainan', 'burik')]","[('maksa', 'top', 'mentangg'), ('top', 'mentangg', 'tidak'), ('mentangg', 'tidak', 'pernah'), ('tidak', 'pernah', 'level'), ('pernah', 'level', 'prime'), ('level', 'prime', 'turunin'), ('prime', 'turunin', 'saya'), ('turunin', 'saya', 'yang'), ('saya', 'yang', 'hbs'), ('yang', 'hbs', 'juta'), ('hbs', 'juta', 'primee'), ('juta', 'primee', 'mutusin'), ('primee', 'mutusin', 'buat'), ('mutusin', 'buat', 'pensiun'), ('buat', 'pensiun', 'permainan'), ('pensiun', 'permainan', 'burik')]","[('maksa', 'top'), ('top', 'mentangg'), ('mentangg', 'tidak'), ('tidak', 'pernah'), ('pernah', 'level'), ('level', 'prime'), ('prime', 'turunin'), ('turunin', 'saya'), ('hbs', 'juta'), ('juta', 'primee'), ('primee', 'mutusin'), ('mutusin', 'buat'), ('buat', 'pensiun'), ('pensiun', 'permainan'), ('permainan', 'burik')]",maksa top mentangg tidak pernah level prime turunin saya hbs juta primee mutusin buat pensiun permainan burik
Suparto Suparto,5,2025-10-03 09:20:41,login ke lobinya lama udah nunggu lama2 mohon di per baiki,login ke lobinya lama udah nunggu lama2 mohon di per baiki,login ke lobinya lama udah nunggu lama mohon di per baiki,"['login', 'ke', 'lobinya', 'lama', 'udah', 'nunggu', 'lama', 'mohon', 'di', 'per', 'baiki']","['login', 'lobinya', 'lama', 'udah', 'nunggu', 'lama', 'mohon', 'per', 'baiki']","['login', 'lobi', 'lama', 'udah', 'nunggu', 'lama', 'mohon', 'per', 'baik']",login lobi lama udah nunggu lama mohon per baik,login lobi lama sudah nunggu lama mohon per baik,login lobi lama sudah nunggu mohon per baik,login lobi lama sudah nunggu mohon per baik,"['login', 'lobi', 'lama', 'sudah', 'nunggu', 'mohon', 'per', 'baik']","[('login',), ('lobi',), ('lama',), ('sudah',), ('nunggu',), ('mohon',), ('per',), ('baik',)]","[('login', 'lobi'), ('lobi', 'lama'), ('lama', 'sudah'), ('sudah', 'nunggu'), ('nunggu', 'mohon'), ('mohon', 'per'), ('per', 'baik')]","[('login', 'lobi', 'lama'), ('lobi', 'lama', 'sudah'), ('lama', 'sudah', 'nunggu'), ('sudah', 'nunggu', 'mohon'), ('nunggu', 'mohon', 'per'), ('mohon', 'per', 'baik')]","[('login', 'lobi'), ('lobi', 'lama'), ('lama', 'sudah'), ('sudah', 'nunggu'), ('nunggu', 'mohon'), ('mohon', 'per'), ('per', 'baik')]",login lobi lama sudah nunggu mohon per baik
Oyama Mahiro,1,2025-10-03 09:17:49,Tangkap Anies🗿😹,tangkap anies🗿😹,tangkap anies,"['tangkap', 'anies']","['tangkap', 'anies']","['tangkap', 'anies']",tangkap anies,tangkap anies,tangkap anies,tangkap anies,"['tangkap', 'anies']","[('tangkap',), ('anies',)]","[('tangkap', 'anies')]",[],"[('tangkap', 'anies')]",tangkap anies
