userName,score,at,content,content_casefold
Zazid Bustomi,1,2025-10-02 06:41:59,ini game bagus tapi saya udah pakai tampilan semut tapi masih ngeleg padahal udah punya paketan 4GB tolong perbaiki min,ini game bagus tapi saya udah pakai tampilan semut tapi masih ngeleg padahal udah punya paketan 4gb tolong perbaiki min
infinixhot50i,5,2025-10-02 06:41:05,seru banget,seru banget
Isbandi Kaidah,4,2025-10-02 06:39:04,aku cinta free firee,aku cinta free firee
Rahma Rahma,5,2025-10-02 06:38:49,woi,woi
PRAHWONO BS,5,2025-10-02 06:34:04,seruu bisaa ngilanginn sterss,seruu bisaa ngilanginn sterss
Fatir arya wiguna,5,2025-10-02 06:33:47,gem ini sangat seru,gem ini sangat seru
Redmi,5,2025-10-02 06:33:37,indonesia,indonesia
Muh Yasin,5,2025-10-02 06:31:56,sangat bagus 🫶🫶,sangat bagus 🫶🫶
MUHAMMAD REHAN rehan,1,2025-10-02 06:31:04,macthing nya lama banget g mulai mulai,macthing nya lama banget g mulai mulai
Kalirejo New,1,2025-10-02 06:29:25,karena saya main cs dikasih tim drakor sistem mohon untuk di perbaiki karena bintang saya turun terus.,karena saya main cs dikasih tim drakor sistem mohon untuk di perbaiki karena bintang saya turun terus.
Ahmad Suparman,5,2025-10-02 06:23:53,keren makin banyak di gratisin makin banyak player nya plis shotgun permanen gratis plis garena,keren makin banyak di gratisin makin banyak player nya plis shotgun permanen gratis plis garena
Martin Martin,5,2025-10-02 06:21:47,ff enak dimain kan,ff enak dimain kan
Bagas pujon gacor TRI SETIAWAN,4,2025-10-02 06:17:06,gamenya seru sihh tapi jangan yg susah buat main gamenya,gamenya seru sihh tapi jangan yg susah buat main gamenya
Krisna,1,2025-10-02 06:16:39,burik,burik
Joe Rafa,1,2025-10-02 06:14:33,jelek,jelek
Jl Jf,5,2025-10-02 06:11:24,permainan nya bagus,permainan nya bagus
David Saputra,5,2025-10-02 06:10:29,gamenya bagus banget aku suka betul,gamenya bagus banget aku suka betul
FADLI Oktasatrio,1,2025-10-02 06:07:12,"game mementingkan duit dari pada player, dikit² diamond 😮‍💨","game mementingkan duit dari pada player, dikit² diamond 😮‍💨"
Linda,5,2025-10-02 06:06:27,game play 😎😎👍,game play 😎😎👍
Aldi Nos,5,2025-10-02 06:05:42,gua udanh kombek.ff lagih game nya bagus makin kesini ff makin bagus tapi ke inget ff jaman dulu jaman namanya tahun 2018 tengkyu,gua udanh kombek.ff lagih game nya bagus makin kesini ff makin bagus tapi ke inget ff jaman dulu jaman namanya tahun 2018 tengkyu
Guyaxxx Man,3,2025-10-02 06:05:30,akun gw ilang knp,akun gw ilang knp
Febriana Dewi,5,2025-10-02 06:05:23,geme nya baik dan lebih jago main,geme nya baik dan lebih jago main
Sidi Arta,5,2025-10-02 06:00:21,made,made
Ahmad Yuda,5,2025-10-02 05:59:49,aku senang sekalian karna dapat bermain dengan nyaman,aku senang sekalian karna dapat bermain dengan nyaman
Phone Lmg,5,2025-10-02 05:54:39,gak ngelek blas sumpah,gak ngelek blas sumpah
Didin Muhidin,3,2025-10-02 05:52:56,aga ngelag dikit,aga ngelag dikit
Bintang Tang,4,2025-10-02 05:50:32,aku main dari 2020 sampai sekarang masih belum ada evo gun vektor aku nunggu itu dari lamaaa baget berharap bakal ada karna itu senjata favorit ku. jadi tolong buatkan Evo gun vektor kalau sudah rilis bakal top up sampai dpt.!,aku main dari 2020 sampai sekarang masih belum ada evo gun vektor aku nunggu itu dari lamaaa baget berharap bakal ada karna itu senjata favorit ku. jadi tolong buatkan evo gun vektor kalau sudah rilis bakal top up sampai dpt.!
Yanto Toto,1,2025-10-02 05:45:01,parahh orang yang buat game ini rame malah di blacklist!!!!,parahh orang yang buat game ini rame malah di blacklist!!!!
Habib Bulloh,5,2025-10-02 05:38:54,seru bagus dan ga bosenin,seru bagus dan ga bosenin
Karimuddin Ibrahim,1,2025-10-02 05:38:18,nggak bagus lagi,nggak bagus lagi
Ahmad Faqih,5,2025-10-02 05:29:46,game ini adalah game kesukaan ku,game ini adalah game kesukaan ku
Muhammad Fauzi,5,2025-10-02 05:27:18,game ini seru banget aku pengen bgt diamond gak pernah top up,game ini seru banget aku pengen bgt diamond gak pernah top up
rizki,5,2025-10-02 05:26:42,aku suka ff apa lagi ff colab sama ultaman,aku suka ff apa lagi ff colab sama ultaman
Ali Kapuas,5,2025-10-02 05:12:23,game nya bagus,game nya bagus
Marsil,5,2025-10-02 05:11:24,Garena baik😖😖,garena baik😖😖
Adi Setiawan,5,2025-10-02 04:58:54,bagus dan kece dan menghilangin sedih 😁😁😁😁😁😁😁🧡🧡🧡🧡🧡🧡🧡🧡😁😁😁😁😁🧡😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁 ................. .....................................................................,bagus dan kece dan menghilangin sedih 😁😁😁😁😁😁😁🧡🧡🧡🧡🧡🧡🧡🧡😁😁😁😁😁🧡😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁 ................. .....................................................................
Gungde Gunawan,5,2025-10-02 04:51:58,seru,seru
Bayu Abdillah,3,2025-10-02 04:51:38,Rodok gatel Soale jaringan ku gak ngeleg tambah ngeleg gatel untung wes tak hapus game free fire max dan free Fire biasa alhamdulliah gak ngeleg,rodok gatel soale jaringan ku gak ngeleg tambah ngeleg gatel untung wes tak hapus game free fire max dan free fire biasa alhamdulliah gak ngeleg
Dani Febiyan,5,2025-10-02 04:46:22,hoki,hoki
Adbul Aziz Adbul Aziz,5,2025-10-02 04:45:39,Free Fire Max UPDATE 1 tahun baru 2026 BOCORAN BUNDA EVO WINTERLAND LEGENDARY BUNDLE NEW,free fire max update 1 tahun baru 2026 bocoran bunda evo winterland legendary bundle new
Moza Aqmal Ramadhan,5,2025-10-02 04:43:15,game sangat bagusss,game sangat bagusss
Nazurah Rakan,5,2025-10-02 04:41:24,bagus,bagus
Mola Zone,5,2025-10-02 04:31:50,bagi saya diamond,bagi saya diamond
AIR_ PROJECT,5,2025-10-02 04:29:24,samgat seru walau aku masih noob,samgat seru walau aku masih noob
Dapur TriVa,5,2025-10-02 04:28:34,aku suka kali game nya,aku suka kali game nya
Jordy Juan,5,2025-10-02 04:24:36,ff buagus bangettttttt pake bangget gacor btw diamond gratis min hehehehe,ff buagus bangettttttt pake bangget gacor btw diamond gratis min hehehehe
Dzakwan Khalill,5,2025-10-02 04:24:11,sangat bagus gamenya,sangat bagus gamenya
Adit Gcr,1,2025-10-02 04:16:04,kok bang budi di Blaskist Garena,kok bang budi di blaskist garena
dirly gustian rhamadoni,1,2025-10-02 04:15:33,bang budi gak bisa main aku pun gak main knp bang budi gak bisa main gitu lohhh,bang budi gak bisa main aku pun gak main knp bang budi gak bisa main gitu lohhh
ummu salma,3,2025-10-02 04:04:36,gem nya bagus tapi kalau udah Pepeng malah gak mati tolong Garena di perbaiki,gem nya bagus tapi kalau udah pepeng malah gak mati tolong garena di perbaiki
Nazwa sandi Mahrani,5,2025-10-02 04:02:23,dari kmren pengen downlod bagus bet game nya,dari kmren pengen downlod bagus bet game nya
Fajar Rukmana,5,2025-10-02 04:01:05,baik,baik
Patra Wakulu,5,2025-10-02 03:55:14,sangat baik,sangat baik
Farrel Arifin,2,2025-10-02 03:53:18,ga bisa di loginin maleh ah,ga bisa di loginin maleh ah
Yustice Deki,5,2025-10-02 03:30:04,Aku sangat menyukai gem ini dan tapi aku tidak pede karena peremku 1,aku sangat menyukai gem ini dan tapi aku tidak pede karena peremku 1
Rafiy Aja,5,2025-10-02 03:28:04,gem ini sangat seru,gem ini sangat seru
Alka Bara,5,2025-10-02 03:26:51,game nya bagus,game nya bagus
Hapis Alimah,5,2025-10-02 03:15:15,game sangat seru,game sangat seru
Zik,1,2025-10-02 03:11:18,tiba tiba ke bl padahal GK pernah ngrcit,tiba tiba ke bl padahal gk pernah ngrcit
Dwi Ananta,5,2025-10-02 03:06:08,game nya seru dan ada juga skin senjata yang keren keren dan juga ada pakaian ya bagus',game nya seru dan ada juga skin senjata yang keren keren dan juga ada pakaian ya bagus'
gethebush 15,5,2025-10-02 03:05:39,cok,cok
Yanuardi Yunus,5,2025-10-02 02:56:28,seru,seru
Rioo Rioozzc,1,2025-10-02 02:53:33,woi Garena gem burik lu jangan blacklist bang Budi 01 anj,woi garena gem burik lu jangan blacklist bang budi 01 anj
Riski Asipa,5,2025-10-02 02:49:08,Et dah ini parah banget sih udah tolol dan bodoh lagi alah sialan emang bodoh bat sumpah parah ini si,et dah ini parah banget sih udah tolol dan bodoh lagi alah sialan emang bodoh bat sumpah parah ini si
Novi Yanti,1,2025-10-02 02:44:15,game bapuk dimainin kocag😹,game bapuk dimainin kocag😹
Rifky Ahmad rizqillah,1,2025-10-02 02:40:58,"NERF RYDEN KØNTØL, UDAH BERAPA PATCH KAGAK LU NERF ÀÑJÎNG, GARENA KØNTØL. BIKIN SKILL AKTIF NGOTAK DIKIT KØNTØL, GARENA TØLØL.","nerf ryden køntøl, udah berapa patch kagak lu nerf àñjîng, garena køntøl. bikin skill aktif ngotak dikit køntøl, garena tøløl."
Hamizan Raihan,5,2025-10-02 02:05:04,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻mantap Garena ff nya,👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻👍🏻mantap garena ff nya
saipul bahri,5,2025-10-02 02:04:51,sbie embek r,sbie embek r
Bocil epep Epep (Jamet malang),1,2025-10-02 02:00:46,woy balikin v nya bang budi 01gaming,woy balikin v nya bang budi 01gaming
Ifan Setiawan,1,2025-10-02 01:59:20,Alasan saya berikan satu bintang karena saya bermain game ini selalu membuat hp saya kentang setian terimakasih,alasan saya berikan satu bintang karena saya bermain game ini selalu membuat hp saya kentang setian terimakasih
Setya Yoga,1,2025-10-02 01:39:29,geme kikir jangan download,geme kikir jangan download
Irfi Putri,5,2025-10-02 01:36:26,game terbaik yang ku temui,game terbaik yang ku temui
Ga Lang,1,2025-10-02 01:32:27,eror tolong di perbaiki lagi,eror tolong di perbaiki lagi
Anas Semboy,5,2025-10-02 01:31:21,pertama gua main ff,pertama gua main ff
restu tegar,1,2025-10-02 01:28:50,gem nya gak jelas gem rusak pokok nya ini gem gak jelas marusak hp,gem nya gak jelas gem rusak pokok nya ini gem gak jelas marusak hp
Naura fauzahra putri,4,2025-10-02 01:05:42,game sigma bagus bngt,game sigma bagus bngt
Upin Alif,5,2025-10-02 01:02:38,HP patah patah pas main geme padahal penyimpanan nya masih banyak geme gk jelas garena asu,hp patah patah pas main geme padahal penyimpanan nya masih banyak geme gk jelas garena asu
Bibi Sawit,1,2025-10-02 00:56:18,game buruk kurang pintu,game buruk kurang pintu
ibrahim firdaus firdaus,1,2025-10-02 00:44:36,dongo benerin sinyal aja dulu tolol,dongo benerin sinyal aja dulu tolol
Hanzz_ aja,5,2025-10-02 00:42:18,game nya Sangat bagus TPI tolong hilangin honor scorrr nya,game nya sangat bagus tpi tolong hilangin honor scorrr nya
ini punya putra Z,5,2025-10-02 00:42:07,enak sekali rasanya aku ingin menjadi seorang p emimpin,enak sekali rasanya aku ingin menjadi seorang p emimpin
sabunmandi,5,2025-10-02 00:35:47,bagus juga buat hp 2rm 🤣🤣🤣,bagus juga buat hp 2rm 🤣🤣🤣
Yoga Andiva,5,2025-10-02 00:26:33,sangat bisamenghibur saat sedang tidak mood,sangat bisamenghibur saat sedang tidak mood
Rina Bengkulu,5,2025-10-02 00:20:22,ff ini seru dari pada Roblox,ff ini seru dari pada roblox
Marjan Marjan. A,5,2025-10-02 00:16:17,haya pls deh kasih bintang,haya pls deh kasih bintang
"M,razendra Razendra",4,2025-10-02 00:11:34,karena Garena baik sama aku,karena garena baik sama aku
Jolu Kampalosot,5,2025-10-02 00:11:11,aku sangat senang,aku sangat senang
Iyoh Soheriah,5,2025-10-02 00:08:51,game ini sangat seru dan banyak pemain yang baik,game ini sangat seru dan banyak pemain yang baik
Vivo Y22,5,2025-10-02 00:06:09,ff game kesukaan ku,ff game kesukaan ku
Muhammad Alif,5,2025-10-02 00:04:16,game yang sangat bagus dan menyenangkan 😄😄,game yang sangat bagus dan menyenangkan 😄😄
Humardani Humardani,3,2025-10-02 00:02:54,puas,puas
Sipa Alzahra,5,2025-10-02 00:01:06,permainan nan yang bagus,permainan nan yang bagus
santhozz Gama,5,2025-10-01 23:53:02,fd ke bangke sg headsot kepala 3 x tidak knok,fd ke bangke sg headsot kepala 3 x tidak knok
Jaka baik,1,2025-10-01 23:31:39,aplikasi apa inii jelekkkk bngettt😖,aplikasi apa inii jelekkkk bngettt😖
Nikco Dwi Marvellino,5,2025-10-01 23:26:51,sqngat bagus,sqngat bagus
Fai Mal,4,2025-10-01 23:24:27,bagus sih tpi ksih DM lah Garena 200 ajaaaa,bagus sih tpi ksih dm lah garena 200 ajaaaa
Ali Ibrahim,5,2025-10-01 23:15:54,terimakasih atas garena karena saya besar bersama game ini dari 2018 saya mulai main dan sampai sekarang masih main juga game nya tambah bagus daripada sejak dulu kalau lagi gabut atau lagi mood pasti saya login mabar bersama teman teman saya gameplay yang bagus mantap dan main cr'ran 1v1 kek pokoknya game nya seruuuuuuuuuuuuuuuu banget,terimakasih atas garena karena saya besar bersama game ini dari 2018 saya mulai main dan sampai sekarang masih main juga game nya tambah bagus daripada sejak dulu kalau lagi gabut atau lagi mood pasti saya login mabar bersama teman teman saya gameplay yang bagus mantap dan main cr'ran 1v1 kek pokoknya game nya seruuuuuuuuuuuuuuuu banget
000 000,1,2025-10-01 23:10:12,ini game udah kikir makin lama bukannya ngurang malah nambah kikir,ini game udah kikir makin lama bukannya ngurang malah nambah kikir
Kamisinnubun Yowakim,5,2025-10-01 23:05:05,🥰🥰🥰🥰🥰👍🔥🙏aku 🥰 terimakasih mama karna mama sudah download game ini🥰,🥰🥰🥰🥰🥰👍🔥🙏aku 🥰 terimakasih mama karna mama sudah download game ini🥰
Sri Mahanum,5,2025-10-01 23:02:56,ok main enak mantap,ok main enak mantap
YUNI mugiyati,5,2025-10-01 22:57:44,anjay,anjay
Romawati Beratu,5,2025-10-01 22:55:16,Aku,aku
Yuni Apriani,5,2025-10-01 22:48:13,saya ingin akun ff yg bagus,saya ingin akun ff yg bagus
Yudistira,5,2025-10-01 22:46:47,update tambahin lagi ya min,update tambahin lagi ya min
Muhammad Mahesa,1,2025-10-01 22:42:29,"garena kau tau dak babi kalau tau ya cak kau lah tinkah laku nyo ff dulu lah bagu malah di jeleki kan banyak orang pensi karena apa karena ff dak seru seperti dulu banyak bak di ff sekarang peak di hapus belom lagi banyak efet yang dulu di keluar lagi kan lah sudah pasaran jadi nyo garena jadikan ff seperti dulu kalau ff seperti dulu pasti banyak bocil ff main lagi aku pegen sekalai lagi denger bocil alok ""bang gip alok bang ""kata bocil jaman dulu bukan jaman sekarang bang sekarang sudah bedah","garena kau tau dak babi kalau tau ya cak kau lah tinkah laku nyo ff dulu lah bagu malah di jeleki kan banyak orang pensi karena apa karena ff dak seru seperti dulu banyak bak di ff sekarang peak di hapus belom lagi banyak efet yang dulu di keluar lagi kan lah sudah pasaran jadi nyo garena jadikan ff seperti dulu kalau ff seperti dulu pasti banyak bocil ff main lagi aku pegen sekalai lagi denger bocil alok ""bang gip alok bang ""kata bocil jaman dulu bukan jaman sekarang bang sekarang sudah bedah"
Rambo Sting,3,2025-10-01 22:40:27,Kenapa ada bacaan aneh ngak bisa login,kenapa ada bacaan aneh ngak bisa login
Ahmad Anam,5,2025-10-01 22:38:31,sanggat keren,sanggat keren
wawan rena,5,2025-10-01 22:24:03,bagus,bagus
ALFIKRI M,5,2025-10-01 22:19:40,mantap,mantap
Sundari Dandhiyafa,4,2025-10-01 21:55:14,bagus banyak pilihan skin,bagus banyak pilihan skin
Indra Fernando,5,2025-10-01 20:29:19,anjay,anjay
Braga Bragaps,4,2025-10-01 19:27:16,game nya seru,game nya seru
Unknown People,4,2025-10-01 19:06:04,"tolong perbaiki bug damagenya dong, masa awm 2 hit ga mati, m1887 juga 2 hit ga mati, dulu mati kok masa sekarang engga","tolong perbaiki bug damagenya dong, masa awm 2 hit ga mati, m1887 juga 2 hit ga mati, dulu mati kok masa sekarang engga"
Dede Solehudin,5,2025-10-01 18:29:45,mantap,mantap
Aldiansyah Aldin,5,2025-10-01 18:25:39,sangat meng hibur,sangat meng hibur
ANRI Pasaribu,5,2025-10-01 18:24:30,mantap,mantap
Fery Kasim,5,2025-10-01 17:52:39,game free memang mantap 😍 sekali,game free memang mantap 😍 sekali
Dona Pontia,1,2025-10-01 17:45:01,buat budi bisa main jing dasar gk tau diri jadi game,buat budi bisa main jing dasar gk tau diri jadi game
jincurikikyubi 29,1,2025-10-01 17:25:34,"anj pas ngeleg 2x beli spesial airdrop malah kepotong,kirain beneran ada lagi ternyata cuma lag,balikin 17rb gua woy","anj pas ngeleg 2x beli spesial airdrop malah kepotong,kirain beneran ada lagi ternyata cuma lag,balikin 17rb gua woy"
Yoga,5,2025-10-01 17:22:46,free fire aku bermasalah on mic nya,free fire aku bermasalah on mic nya
Ariel Muhamad Rizki,5,2025-10-01 17:18:31,game nyaaa bagus banget,game nyaaa bagus banget
Erwin Setiawan,5,2025-10-01 17:09:53,kalo maen ini seri kalo gak maen rugi ke geratisannya,kalo maen ini seri kalo gak maen rugi ke geratisannya
Rido,5,2025-10-01 16:54:11,bagus,bagus
Karyati linggau,5,2025-10-01 16:45:04,ipuki,ipuki
Ades Hellfrog,4,2025-10-01 16:16:46,game mengisi ke gabutan,game mengisi ke gabutan
Weli Merita,5,2025-10-01 16:14:47,ancak game ndo ado pintu,ancak game ndo ado pintu
Risna123,5,2025-10-01 16:02:25,👍,👍
Aulia Alief,5,2025-10-01 15:53:31,gem ini seru banget ada pentempuran nya dan bisa menghidup kan temen yg sudah mati ayo semua dowlof,gem ini seru banget ada pentempuran nya dan bisa menghidup kan temen yg sudah mati ayo semua dowlof
Riwanda,1,2025-10-01 15:29:35,"game aneh,bisa akun aku di suspan padahal aku gada gunain cheat atau hal hal yg merugikan game tpi akun aku kenak ban permanen,memang aneh nih game,cape cape main dari sesoan 20 elite pass malah di ban😭","game aneh,bisa akun aku di suspan padahal aku gada gunain cheat atau hal hal yg merugikan game tpi akun aku kenak ban permanen,memang aneh nih game,cape cape main dari sesoan 20 elite pass malah di ban😭"
Gatot total,4,2025-10-01 15:26:48,cinta Laura* 5,cinta laura* 5
Nadhif Rj4,5,2025-10-01 15:15:34,Karena di punya barak dan baju gratis meskipun dia pake diamon tapi pake diamon pasti skin bagus sekali,karena di punya barak dan baju gratis meskipun dia pake diamon tapi pake diamon pasti skin bagus sekali
Farel Hafiz,5,2025-10-01 15:12:29,indonesia,indonesia
Arya Fadillah,5,2025-10-01 15:01:12,mantap,mantap
fa qih,5,2025-10-01 14:58:09,tapi saya suka kesel jika lose streak,tapi saya suka kesel jika lose streak
Fira PubgMobile1,5,2025-10-01 14:52:47,seru,seru
NimaImut,5,2025-10-01 14:40:24,sangat puas,sangat puas
Cahkulonkae,5,2025-10-01 14:29:48,baik,baik
ADZAN ANDY KOKASIM,1,2025-10-01 14:27:21,makin kikir,makin kikir
Gio Seno,1,2025-10-01 14:20:09,karena musuhnya pro dan efennya mahal,karena musuhnya pro dan efennya mahal
Nurul01 Huda,5,2025-10-01 14:09:04,gem nya bagus sekali,gem nya bagus sekali
Siti Aulia,5,2025-10-01 14:04:40,karena kangen banget sama frefire sekarang,karena kangen banget sama frefire sekarang
aya brzenska,1,2025-10-01 14:00:45,knp di ksi tim yg bot semua si? berturut turut loh? game be go,knp di ksi tim yg bot semua si? berturut turut loh? game be go
rico prtm,1,2025-10-01 14:00:44,mantap lag,mantap lag
Yuda Saputra,1,2025-10-01 13:59:44,"garena -🧠 dri dlu bug analog ga di perbaiki, masa setiap main analog nya pindah², mikir lah!!, colab sana sini tpi bug ga di urus tolol, huuuu muka admin ny mirip pusong","garena -🧠 dri dlu bug analog ga di perbaiki, masa setiap main analog nya pindah², mikir lah!!, colab sana sini tpi bug ga di urus tolol, huuuu muka admin ny mirip pusong"
Ahmad Fadel,5,2025-10-01 13:59:05,game bagus nggak ada masalah biasa saja,game bagus nggak ada masalah biasa saja
Caca Sumbawa,5,2025-10-01 13:58:14,1 kata bagus aj sih,1 kata bagus aj sih
Novri Anto,4,2025-10-01 13:57:38,paling gk suka sama bl,paling gk suka sama bl
Wildan Syah,4,2025-10-01 13:50:55,saya suka,saya suka
Fahmi Irawan,5,2025-10-01 13:50:53,enak,enak
Raya Rehan,5,2025-10-01 13:50:51,game nya sangat seru bisa mabar dan bisa juga kita menjelajahi hal unik,game nya sangat seru bisa mabar dan bisa juga kita menjelajahi hal unik
Ricky laurineva,5,2025-10-01 13:50:50,MANTAP GARENA KASIH AKU LAGI KESULTANAN AKU INGIN MELENG KAPI SEGALAH NYA,mantap garena kasih aku lagi kesultanan aku ingin meleng kapi segalah nya
Mumtaz Ziyo Al falih,5,2025-10-01 13:50:32,HAHAHAHAHAHAHA GAME INI BEST NYAAAA AKU MAIN GAME INI SEMUA KAWAN AKU SEMUA MAIN TERUS HAAHHAHAHAHA ASYIKKKKK!!!!!!!!!,hahahahahahaha game ini best nyaaaa aku main game ini semua kawan aku semua main terus haahhahahaha asyikkkkk!!!!!!!!!
Fabian Pratama Lubis,1,2025-10-01 13:49:20,game banyak bug,game banyak bug
Younk Bocah,5,2025-10-01 13:47:18,OK,ok
Iki Iki,1,2025-10-01 13:43:41,game sampah udah gm tapi tim bot kaya yang bikin 😹😹,game sampah udah gm tapi tim bot kaya yang bikin 😹😹
